Survey_Year,Major_Category,Uni_Type,Region,Sex,Age,Training_Hours,Training_Helpfulness,Self_Cost,Household_Size,Target_Dropout
2011,5.0,2.0,4.0,2.0,24.25,24.0,4.0,0.0,1.0,
2011,2.0,2.0,4.0,1.0,28.333333333333332,30.0,4.0,0.0,1.0,
2011,5.0,2.0,1.0,2.0,27.5,140.0,3.0,60.0,3.0,
2011,3.0,2.0,1.0,2.0,25.083333333333332,150.0,4.0,0.0,4.0,
2011,1.0,2.0,11.0,2.0,24.833333333333332,8.0,3.0,0.0,4.0,
2011,7.0,2.0,11.0,1.0,29.416666666666668,10.0,3.0,0.0,1.0,
2011,2.0,2.0,9.0,1.0,27.666666666666668,32.0,5.0,0.0,1.0,
2011,2.0,2.0,9.0,2.0,24.0,6.0,3.0,20.0,3.0,
2011,2.0,2.0,1.0,1.0,28.916666666666668,60.0,3.0,0.0,3.0,
2011,2.0,2.0,1.0,1.0,28.416666666666668,200.0,3.0,0.0,2.0,
2011,5.0,2.0,1.0,1.0,27.75,24.0,4.0,0.0,1.0,
2011,4.0,2.0,1.0,1.0,29.666666666666668,100.0,3.0,15.0,3.0,
2011,5.0,2.0,1.0,2.0,26.5,10.0,4.0,0.0,5.0,
2011,2.0,2.0,11.0,1.0,27.583333333333332,6.0,4.0,0.0,4.0,
2011,2.0,2.0,1.0,2.0,23.833333333333332,192.0,4.0,10.0,4.0,
2011,7.0,2.0,1.0,1.0,28.75,15.0,5.0,0.0,4.0,
2011,4.0,2.0,1.0,1.0,28.5,16.0,3.0,0.0,2.0,
2011,4.0,2.0,1.0,2.0,25.416666666666668,50.0,3.0,30.0,2.0,
2011,2.0,2.0,1.0,1.0,29.083333333333332,40.0,4.0,0.0,1.0,
2011,3.0,2.0,1.0,2.0,25.25,4.0,5.0,0.0,3.0,
2011,5.0,2.0,1.0,2.0,25.416666666666668,72.0,4.0,0.0,3.0,
2011,5.0,2.0,1.0,2.0,26.25,40.0,5.0,0.0,4.0,
2011,1.0,2.0,1.0,2.0,26.166666666666668,200.0,5.0,40.0,4.0,
2011,1.0,2.0,1.0,1.0,28.166666666666668,48.0,4.0,0.0,1.0,
2011,4.0,2.0,1.0,1.0,28.666666666666668,240.0,5.0,100.0,2.0,
2011,4.0,2.0,1.0,1.0,31.083333333333332,164.0,5.0,250.0,1.0,
2011,2.0,2.0,8.0,1.0,26.666666666666668,-1.0,3.0,0.0,5.0,
2011,2.0,2.0,1.0,2.0,27.416666666666668,40.0,5.0,60.0,1.0,
2011,2.0,2.0,1.0,2.0,27.916666666666668,24.0,5.0,0.0,1.0,
2011,5.0,2.0,1.0,2.0,25.75,480.0,3.0,0.0,5.0,
2011,2.0,2.0,11.0,2.0,24.0,7.0,4.0,0.0,5.0,
2011,1.0,2.0,1.0,2.0,23.916666666666668,80.0,3.0,15.0,4.0,
2011,4.0,2.0,1.0,1.0,27.833333333333332,960.0,4.0,400.0,1.0,
2011,4.0,2.0,8.0,1.0,23.75,600.0,5.0,0.0,1.0,
2011,5.0,2.0,8.0,2.0,24.75,48.0,2.0,0.0,4.0,
2011,6.0,2.0,1.0,2.0,29.666666666666668,256.0,4.0,64.0,4.0,
2011,2.0,2.0,1.0,2.0,25.666666666666668,7.0,4.0,0.0,4.0,
2011,1.0,2.0,1.0,1.0,28.166666666666668,240.0,5.0,0.0,2.0,
2011,2.0,2.0,1.0,2.0,27.0,40.0,4.0,0.0,5.0,
2011,2.0,2.0,1.0,1.0,29.166666666666668,10.0,3.0,0.0,3.0,
2011,6.0,2.0,9.0,1.0,27.75,72.0,4.0,0.0,1.0,
2011,4.0,2.0,14.0,1.0,28.166666666666668,24.0,5.0,0.0,1.0,
2011,2.0,2.0,14.0,1.0,30.333333333333332,120.0,4.0,0.0,1.0,
2011,2.0,2.0,14.0,1.0,30.166666666666668,4.0,2.0,4.0,3.0,
2011,5.0,2.0,14.0,2.0,25.166666666666668,20.0,3.0,0.0,5.0,
2011,2.0,2.0,14.0,2.0,25.333333333333332,80.0,4.0,0.0,3.0,
2011,2.0,2.0,14.0,2.0,26.833333333333332,1920.0,2.0,250.0,1.0,
2011,3.0,2.0,12.0,1.0,25.833333333333332,400.0,2.0,0.0,3.0,
2011,4.0,2.0,12.0,1.0,28.166666666666668,2160.0,4.0,400.0,2.0,
2011,6.0,2.0,12.0,2.0,24.5,40.0,4.0,0.0,1.0,
2011,4.0,2.0,7.0,1.0,30.333333333333332,70.0,2.0,30.0,2.0,
2011,1.0,2.0,7.0,1.0,30.416666666666668,24.0,5.0,0.0,1.0,
2011,4.0,2.0,12.0,1.0,26.75,140.0,5.0,9.0,4.0,
2011,3.0,2.0,12.0,1.0,26.583333333333332,40.0,5.0,60.0,3.0,
2011,1.0,2.0,12.0,1.0,28.333333333333332,80.0,5.0,5.0,1.0,
2011,1.0,2.0,14.0,1.0,28.0,40.0,5.0,0.0,1.0,
2011,5.0,2.0,8.0,1.0,34.833333333333336,50.0,4.0,0.0,1.0,
2011,3.0,2.0,1.0,2.0,28.666666666666668,350.0,4.0,0.0,3.0,
2011,1.0,2.0,1.0,2.0,26.166666666666668,16.0,4.0,0.0,5.0,
2011,7.0,2.0,1.0,2.0,25.0,50.0,4.0,70.0,3.0,
2011,4.0,2.0,5.0,1.0,28.916666666666668,24.0,4.0,0.0,3.0,
2011,4.0,2.0,5.0,1.0,29.0,480.0,4.0,0.0,4.0,
2011,1.0,2.0,5.0,1.0,28.25,24.0,4.0,0.0,1.0,
2011,3.0,2.0,5.0,2.0,23.666666666666668,8.0,5.0,11.0,1.0,
2011,2.0,2.0,5.0,2.0,26.166666666666668,5.0,3.0,0.0,4.0,
2011,6.0,2.0,5.0,2.0,23.75,8.0,2.0,0.0,3.0,
2011,4.0,2.0,12.0,1.0,28.833333333333332,60.0,3.0,45.0,2.0,
2011,4.0,2.0,12.0,1.0,27.0,180.0,4.0,0.0,5.0,
2011,5.0,2.0,12.0,1.0,50.75,24.0,4.0,10.0,4.0,
2011,4.0,2.0,6.0,1.0,29.25,40.0,4.0,0.0,3.0,
2011,6.0,2.0,6.0,2.0,27.75,400.0,4.0,200.0,3.0,
2011,6.0,2.0,11.0,2.0,24.666666666666668,160.0,4.0,0.0,3.0,
2011,4.0,2.0,1.0,1.0,29.416666666666668,60.0,4.0,15.0,2.0,
2011,2.0,2.0,8.0,2.0,24.833333333333332,400.0,5.0,7.0,5.0,
2011,5.0,2.0,8.0,2.0,24.666666666666668,160.0,2.0,20.0,3.0,
2011,2.0,2.0,11.0,2.0,25.166666666666668,10.0,3.0,0.0,1.0,
2011,2.0,2.0,11.0,2.0,25.666666666666668,30.0,4.0,0.0,5.0,
2011,3.0,2.0,10.0,1.0,26.833333333333332,60.0,5.0,60.0,4.0,
2011,2.0,2.0,10.0,2.0,25.833333333333332,60.0,3.0,0.0,4.0,
2011,2.0,2.0,10.0,1.0,31.0,80.0,4.0,0.0,2.0,
2011,4.0,2.0,10.0,1.0,26.916666666666668,24.0,3.0,0.0,4.0,
2011,4.0,2.0,10.0,2.0,24.166666666666668,18.0,5.0,0.0,5.0,
2011,4.0,2.0,11.0,1.0,28.333333333333332,160.0,5.0,0.0,3.0,
2011,1.0,2.0,1.0,1.0,28.916666666666668,50.0,4.0,0.0,4.0,
2011,1.0,2.0,1.0,2.0,29.083333333333332,130.0,5.0,0.0,2.0,
2011,1.0,2.0,1.0,1.0,28.0,20.0,3.0,10.0,5.0,
2011,1.0,2.0,8.0,1.0,29.0,20.0,3.0,20.0,3.0,
2011,1.0,2.0,8.0,2.0,26.333333333333332,120.0,3.0,15.0,4.0,
2011,4.0,2.0,8.0,1.0,27.833333333333332,120.0,4.0,0.0,1.0,
2011,2.0,2.0,4.0,2.0,25.666666666666668,80.0,1.0,10.0,5.0,
2011,4.0,2.0,4.0,2.0,26.166666666666668,12.0,3.0,0.0,5.0,
2011,4.0,2.0,4.0,1.0,27.0,60.0,4.0,0.0,4.0,
2011,5.0,2.0,4.0,1.0,27.666666666666668,40.0,4.0,0.0,4.0,
2011,5.0,2.0,4.0,2.0,23.666666666666668,3.0,3.0,2.0,1.0,
2011,4.0,2.0,14.0,1.0,26.333333333333332,100.0,2.0,0.0,1.0,
2011,4.0,2.0,9.0,1.0,26.666666666666668,30.0,3.0,0.0,4.0,
2011,1.0,2.0,11.0,1.0,26.583333333333332,80.0,4.0,0.0,4.0,
2011,4.0,2.0,11.0,1.0,27.166666666666668,120.0,3.0,10.0,4.0,
2011,6.0,2.0,11.0,2.0,24.5,25.0,4.0,0.0,1.0,
2011,2.0,2.0,1.0,1.0,28.083333333333332,80.0,2.0,0.0,3.0,
2011,2.0,2.0,1.0,2.0,25.75,24.0,4.0,30.0,4.0,
2011,2.0,2.0,8.0,2.0,24.916666666666668,16.0,4.0,0.0,5.0,
2011,1.0,2.0,8.0,1.0,28.416666666666668,8.0,5.0,0.0,4.0,
2011,4.0,2.0,1.0,1.0,27.916666666666668,100.0,4.0,0.0,4.0,
2011,2.0,2.0,1.0,2.0,28.0,20.0,4.0,20.0,4.0,
2011,4.0,2.0,8.0,1.0,27.916666666666668,200.0,4.0,0.0,4.0,
2011,4.0,2.0,8.0,1.0,27.583333333333332,400.0,4.0,0.0,4.0,
2011,1.0,2.0,8.0,2.0,25.666666666666668,100.0,5.0,0.0,4.0,
2011,2.0,2.0,8.0,1.0,27.166666666666668,100.0,4.0,0.0,3.0,
2011,4.0,2.0,6.0,1.0,27.833333333333332,18.0,4.0,0.0,4.0,
2011,4.0,2.0,11.0,1.0,26.166666666666668,24.0,4.0,0.0,1.0,
2011,6.0,2.0,10.0,2.0,24.333333333333332,5.0,5.0,0.0,1.0,
2011,3.0,2.0,15.0,1.0,28.25,60.0,4.0,0.0,3.0,
2011,2.0,2.0,15.0,1.0,43.333333333333336,160.0,5.0,0.0,4.0,
2011,3.0,3.0,6.0,2.0,24.333333333333332,8.0,4.0,0.0,4.0,
2011,3.0,3.0,6.0,2.0,24.25,30.0,4.0,70.0,2.0,
2011,3.0,3.0,3.0,2.0,27.75,61.0,4.0,0.0,1.0,
2011,3.0,3.0,2.0,2.0,23.916666666666668,60.0,5.0,0.0,1.0,
2011,3.0,3.0,5.0,2.0,23.75,32.0,4.0,0.0,1.0,
2011,3.0,3.0,5.0,1.0,24.0,3.0,4.0,0.0,5.0,
2011,3.0,3.0,5.0,2.0,25.666666666666668,60.0,2.0,30.0,4.0,
2011,3.0,3.0,12.0,1.0,24.416666666666668,61.0,4.0,2.0,1.0,
2011,3.0,3.0,16.0,2.0,23.916666666666668,30.0,2.0,0.0,3.0,
2011,3.0,3.0,15.0,1.0,29.583333333333332,60.0,4.0,0.0,3.0,
2011,3.0,3.0,15.0,2.0,24.166666666666668,24.0,4.0,0.0,1.0,
2011,3.0,3.0,15.0,2.0,25.166666666666668,352.0,5.0,0.0,3.0,
2011,3.0,3.0,10.0,2.0,25.0,30.0,4.0,3.0,6.0,
2011,4.0,1.0,8.0,1.0,27.666666666666668,4.0,5.0,0.0,1.0,
2011,4.0,1.0,8.0,2.0,22.916666666666668,8.0,4.0,0.0,1.0,
2011,4.0,1.0,10.0,1.0,25.5,8.0,4.0,0.0,1.0,
2011,4.0,1.0,5.0,1.0,26.333333333333332,40.0,5.0,0.0,1.0,
2011,2.0,1.0,11.0,1.0,43.583333333333336,21.0,4.0,0.0,4.0,
2011,5.0,1.0,14.0,1.0,27.583333333333332,20.0,5.0,20.0,2.0,
2011,6.0,1.0,12.0,2.0,23.5,5.0,1.0,0.0,3.0,
2011,4.0,1.0,14.0,1.0,25.916666666666668,56.0,4.0,0.0,1.0,
2011,2.0,1.0,8.0,1.0,25.583333333333332,16.0,4.0,0.0,1.0,
2011,2.0,1.0,8.0,2.0,23.666666666666668,300.0,5.0,0.0,2.0,
2011,2.0,1.0,5.0,2.0,21.916666666666668,120.0,3.0,88.0,1.0,
2011,5.0,1.0,3.0,2.0,26.25,36.0,4.0,10.0,3.0,
2011,5.0,1.0,14.0,2.0,45.416666666666664,8.0,4.0,0.0,4.0,
2011,2.0,1.0,12.0,2.0,39.0,20.0,4.0,0.0,4.0,
2011,7.0,1.0,12.0,2.0,49.75,320.0,2.0,0.0,3.0,
2011,6.0,1.0,10.0,1.0,26.083333333333332,8.0,4.0,0.0,6.0,
2011,6.0,1.0,14.0,2.0,22.916666666666668,8.0,4.0,0.0,4.0,
2011,6.0,1.0,14.0,1.0,26.416666666666668,30.0,5.0,30.0,3.0,
2011,2.0,1.0,14.0,1.0,53.5,600.0,4.0,0.0,5.0,
2011,4.0,1.0,8.0,1.0,25.0,72.0,5.0,0.0,4.0,
2011,5.0,1.0,8.0,1.0,55.583333333333336,35.0,4.0,0.0,4.0,
2011,5.0,1.0,8.0,1.0,24.416666666666668,30.0,4.0,0.0,1.0,
2011,5.0,1.0,8.0,2.0,22.166666666666668,4.0,4.0,0.0,5.0,
2011,4.0,1.0,14.0,2.0,29.416666666666668,40.0,4.0,12.0,1.0,
2011,6.0,1.0,3.0,1.0,26.166666666666668,4.0,3.0,0.0,3.0,
2011,5.0,1.0,3.0,2.0,22.0,240.0,4.0,200.0,3.0,
2011,5.0,1.0,3.0,2.0,22.25,20.0,4.0,20.0,4.0,
2011,2.0,1.0,3.0,2.0,43.5,90.0,5.0,0.0,4.0,
2011,2.0,1.0,3.0,2.0,42.416666666666664,160.0,5.0,0.0,5.0,
2011,4.0,1.0,8.0,1.0,24.75,960.0,3.0,0.0,4.0,
2011,7.0,1.0,10.0,2.0,22.5,72.0,4.0,250.0,1.0,
2011,5.0,1.0,10.0,2.0,22.5,48.0,4.0,15.0,3.0,
2011,6.0,1.0,10.0,2.0,22.666666666666668,8.0,4.0,0.0,3.0,
2011,2.0,1.0,8.0,2.0,41.083333333333336,3.0,3.0,0.0,4.0,
2011,7.0,1.0,4.0,2.0,21.916666666666668,3.0,4.0,0.0,4.0,
2011,6.0,1.0,4.0,2.0,25.0,120.0,5.0,0.0,1.0,
2011,6.0,1.0,4.0,2.0,24.166666666666668,24.0,3.0,0.0,2.0,
