iter	Logloss
123	0.5802858782
124	0.5792605874
125	0.5787491336
126	0.5782053899
127	0.5777736932
128	0.577678352
129	0.5770112748
130	0.5762465045
131	0.5755267644
132	0.5743821793
133	0.573495937
134	0.5732648199
135	0.5723500934
136	0.57217231
137	0.5713709344
138	0.5712921379
139	0.5701599433
140	0.5690786505
141	0.5688532254
142	0.5680253734
143	0.5673658733
144	0.5668381676
145	0.5659030168
146	0.5650061066
147	0.5641554979
148	0.5627714332
149	0.5620531539
150	0.5609499081
151	0.5606578495
152	0.5600358101
153	0.5592674783
154	0.5590437879
155	0.5583073642
156	0.557686363
157	0.5564436295
158	0.5554946772
159	0.5549137767
160	0.5542035815
161	0.5537456979
162	0.5529637547
163	0.5524294597
164	0.5518704543
165	0.5511813468
166	0.55033891
167	0.549235471
168	0.5484362929
169	0.5477837899
170	0.5471966662
171	0.5464162402
172	0.546153207
173	0.5453386382
174	0.5452857188
175	0.54495795
176	0.5440150682
177	0.5433641725
178	0.5429292875
179	0.5428799017
180	0.5421626569
181	0.5418168708
182	0.5410863881
183	0.5407496295
184	0.5399497834
185	0.5393160487
186	0.5384333597
187	0.5378055179
188	0.5372126457
189	0.5369420766
190	0.5365349239
191	0.5358461779
192	0.5351171684
193	0.5346318428
194	0.534238969
195	0.5340878799
196	0.5336193352
197	0.5331779792
198	0.5323355825
199	0.5316008626
200	0.5313825368
201	0.5306534832
202	0.5300016383
203	0.529810761
204	0.5291340551
205	0.5287809466
206	0.5283206957
207	0.5277090564
208	0.5272443007
209	0.5268681268
210	0.5258264313
211	0.5250674748
212	0.5245279219
213	0.5236579375
214	0.5235050972
215	0.5232229987
216	0.5228764854
217	0.5224837756
218	0.5223010125
219	0.5216429997
220	0.520837181
221	0.5205788948
222	0.5201239233
223	0.519561543
224	0.5193828772
225	0.518776062
226	0.518771762
227	0.5179973858
228	0.5174106455
229	0.5170293192
230	0.5162526598
231	0.5158372755
232	0.5152764288
233	0.5151479106
234	0.514604987
235	0.5144774963
236	0.5138739849
237	0.5135904204
238	0.5124741025
239	0.5119633531
240	0.5114362719
241	0.5106318633
242	0.5098933831
243	0.5094497689
244	0.5085885647
245	0.5083552609
246	0.5078203456
247	0.5073506932
248	0.5069709636
249	0.5068532428
250	0.5064396542
251	0.5056947387
252	0.5050638538
253	0.504461141
254	0.5041161006
255	0.5035989977
256	0.5035236567
257	0.5030848257
258	0.5027743198
259	0.5022561135
260	0.5015996849
261	0.5012309936
262	0.5010459177
263	0.5008419095
264	0.500818309
265	0.5002307729
266	0.4997901086
267	0.4993320997
268	0.4988489121
269	0.4982744163
270	0.497763415
271	0.4976716289
272	0.4976111193
273	0.4970515743
274	0.4964651263
275	0.4958065517
276	0.49546929
277	0.4949143166
278	0.4943738207
279	0.4936782884
280	0.493262445
281	0.4930859757
282	0.4923499018
283	0.4919892777
284	0.4914668847
285	0.4910220647
286	0.4905657264
287	0.4901351677
288	0.4897564475
289	0.4890823853
290	0.4890556072
291	0.4883880857
292	0.4879799762
293	0.4875474651
294	0.486776358
295	0.4864198808
296	0.4855136988
297	0.4851499843
298	0.4848270852
299	0.4843146172
300	0.4841679801
301	0.4839557391
302	0.4833296378
303	0.4825514626
304	0.4817637033
305	0.4812663012
306	0.4810741323
307	0.4806836954
308	0.4803895713
309	0.4799556039
310	0.4793812549
311	0.4786979651
312	0.4783839368
313	0.4781901953
314	0.4777355156
315	0.4775181273
316	0.4769243211
317	0.4765809819
318	0.4759143573
319	0.4754885014
320	0.4752105961
321	0.474716533
322	0.4739318661
323	0.4738163497
324	0.4737404966
325	0.4732399009
326	0.4730861141
327	0.4726219475
328	0.4722738045
329	0.4714173192
330	0.4709048757
331	0.4704835376
332	0.4700722783
333	0.4696654938
334	0.4692595374
335	0.4687732386
336	0.4681447081
337	0.4674948062
338	0.4665678161
339	0.4660611198
340	0.4656362007
341	0.465345531
342	0.464579358
343	0.4641119601
344	0.4636816348
345	0.4630396026
346	0.4627280691
347	0.4623853044
348	0.461915599
349	0.4616259346
350	0.4614176971
351	0.460940875
352	0.4609294253
353	0.4605222625
354	0.4599805493
355	0.4594738984
356	0.4588788663
357	0.4584111349
358	0.4581253143
359	0.4576009233
360	0.4574167643
361	0.4568126548
362	0.4566950454
363	0.4560920892
364	0.4556580566
365	0.4552786537
366	0.454941369
367	0.4549311963
368	0.4546904529
369	0.4544237756
370	0.4541696177
371	0.4538948919
372	0.4534100269
373	0.4532352409
374	0.4526415873
375	0.4522921329
376	0.4519775739
377	0.4517703512
378	0.4511841162
379	0.4509036335
380	0.4505369439
381	0.4503759632
382	0.4499860297
383	0.4494398338
384	0.4489737494
385	0.448765451
386	0.4482804766
387	0.4481377002
388	0.4477746563
389	0.4470900621
390	0.4466767393
391	0.4463387134
392	0.4459479446
393	0.4456104355
394	0.445353425
395	0.4449842131
396	0.4448287875
397	0.4444394039
398	0.4444311009
399	0.4441193664
400	0.4437450986
401	0.4436183411
402	0.4433423443
403	0.4431212401
404	0.4427061225
405	0.4423135033
406	0.4419270436
407	0.4415555976
408	0.4412437103
409	0.4406973209
410	0.4403223519
411	0.4400186424
412	0.4395298324
413	0.4392582235
414	0.4387188691
415	0.438537918
416	0.4379696798
417	0.4378067974
418	0.4372773951
419	0.4368748286
420	0.4365456134
421	0.4363051506
422	0.4361954556
423	0.4359991831
424	0.435791283
425	0.4357692452
426	0.4354598118
427	0.4350231586
428	0.434671274
429	0.4343005962
430	0.4340475599
431	0.4336973501
432	0.433369228
433	0.4327630397
434	0.4323270776
435	0.4320908203
436	0.431635637
437	0.4312707693
438	0.4307386416
439	0.430177893
440	0.4300523274
441	0.4297550576
442	0.4295736777
443	0.4291792618
444	0.4291401587
445	0.4288119126
446	0.4284866574
447	0.4281952292
448	0.4279120706
449	0.4277080802
450	0.4276911031
451	0.4274898166
452	0.4273166189
453	0.4271890675
454	0.4267970838
455	0.4262003382
456	0.4257392152
457	0.4254990857
458	0.425135136
459	0.4248888739
460	0.4244709752
461	0.4237629038
462	0.4234127574
463	0.4231624926
464	0.4228691645
465	0.4224362247
466	0.4219990065
467	0.4217734069
468	0.4214787712
469	0.421119801
470	0.4210342151
471	0.4209959987
472	0.4207468948
473	0.4205950664
474	0.4201580586
475	0.419997043
476	0.4197221568
477	0.4194203045
478	0.4191676389
479	0.4187491648
480	0.4184795575
481	0.4179816306
482	0.4177373879
483	0.4174794943
484	0.4172151769
485	0.416985318
486	0.4167658461
487	0.4165566153
488	0.4164946497
489	0.4160592579
490	0.4157840891
491	0.4156455906
492	0.4155467089
493	0.4151833085
494	0.4150248764
495	0.4146570737
496	0.41450965
497	0.4141605293
498	0.4140233923
499	0.4135439617
500	0.4135182769
501	0.4130594823
502	0.4126855813
503	0.4123170635
504	0.4118225698
505	0.4113868702
506	0.4111669829
507	0.4109130185
508	0.4104545637
509	0.4104493692
510	0.4102997456
511	0.4101793471
512	0.4097830988
513	0.4093439752
514	0.4089616022
515	0.4089425515
516	0.4088092135
517	0.4085605054
518	0.4083616368
519	0.4082976336
520	0.4079521741
521	0.40737326
522	0.4070178495
523	0.4069299731
524	0.4065927398
525	0.4062853945
526	0.4058669841
527	0.4056160612
528	0.4053591026
529	0.4049774257
530	0.4044198263
531	0.4041493519
532	0.4038603228
533	0.4036051329
534	0.4033992682
535	0.4032084885
536	0.4028891858
537	0.4025053323
538	0.4022698018
539	0.4020923723
540	0.4018390244
541	0.4014632193
542	0.4010826238
543	0.4009236881
544	0.4006100434
545	0.4005625764
546	0.4001998363
547	0.3998784029
548	0.3997318235
549	0.3997316821
550	0.3996452444
551	0.3994142592
552	0.3991584698
553	0.3989357192
554	0.3985352883
555	0.3983612849
556	0.3980827198
557	0.3975766329
558	0.3971183386
559	0.3970930677
560	0.3966779942
561	0.3966076654
562	0.3963348301
563	0.3961007777
564	0.3955802623
565	0.3953572778
566	0.3948803045
567	0.3947592205
568	0.3944276691
569	0.3941470296
570	0.3937980205
571	0.3935366019
572	0.3932518441
573	0.3929330336
574	0.3926404662
575	0.3924311066
576	0.3922094803
577	0.3919872262
578	0.3915313404
579	0.391369691
580	0.3911024955
581	0.390603127
582	0.3902304858
583	0.3900339478
584	0.3897670453
585	0.3893147685
586	0.3890194555
587	0.3887908169
588	0.3885697156
589	0.3884437446
590	0.3882913694
591	0.3878011693
592	0.3872847358
593	0.3871205951
594	0.3870106118
595	0.3868046822
596	0.3867294708
597	0.3865354471
598	0.3862939245
599	0.3859820104
600	0.3857929364
601	0.3855312179
602	0.3851008263
603	0.3850984353
604	0.3846491681
605	0.3846462984
606	0.3843384072
607	0.3842703177
608	0.3839223581
609	0.3836291903
610	0.3833128984
611	0.3829569589
612	0.3827530928
613	0.3827314386
614	0.3825826632
615	0.3823370074
616	0.3819493096
617	0.3818370748
618	0.3815164816
619	0.3812250921
620	0.380949346
621	0.3805951544
622	0.3804033474
623	0.3800758851
624	0.3797975803
625	0.3794675571
626	0.378985618
627	0.3789325645
628	0.378664823
629	0.3785031933
630	0.3784758394
631	0.378134059
632	0.3779344375
633	0.3776678195
634	0.3773951865
635	0.377102104
636	0.3767239101
637	0.3764106683
638	0.376266131
639	0.3758546278
640	0.3756372823
641	0.3752255956
642	0.3749544465
643	0.3746484448
644	0.3745371855
645	0.3743520898
646	0.3741508455
647	0.3738491214
648	0.3734693798
649	0.3732929988
650	0.3730544875
651	0.3727479919
652	0.3725308595
653	0.3721894169
654	0.3721768113
655	0.3717856247
656	0.3714205428
657	0.3712707937
658	0.3710888524
659	0.370768594
660	0.3706043271
661	0.3703194466
662	0.3700133811
663	0.3697401766
664	0.3694606424
665	0.3694141602
666	0.3691228639
667	0.3689232123
668	0.3688419065
669	0.3684431209
670	0.3680867945
671	0.3677658202
672	0.367372337
673	0.3671886226
674	0.3670657256
675	0.3670049314
676	0.3668020405
677	0.3666000884
678	0.3663327119
679	0.3662526464
680	0.3661794952
681	0.3658999319
682	0.3657895068
683	0.365378745
684	0.3650407975
685	0.3647188533
686	0.3643795336
687	0.3643781494
688	0.3642461742
689	0.3642075237
690	0.3640553284
691	0.3637563701
692	0.3635482347
693	0.3632713682
694	0.363270007
695	0.3631783984
696	0.3631111539
697	0.362818964
698	0.3626797156
699	0.3623893088
700	0.3620952687
701	0.3618868858
702	0.3617038054
703	0.3615851361
704	0.3613323217
705	0.3611810174
706	0.3611809907
707	0.3610022561
708	0.3607143055
709	0.3607133794
710	0.3605797523
711	0.3604900959
712	0.3600985274
713	0.3598172993
714	0.3595003987
715	0.3592349374
716	0.3590284512
717	0.358648449
718	0.358366778
719	0.3579615412
720	0.357721608
721	0.3574887893
722	0.3571137396
723	0.3569039955
724	0.3565051937
725	0.3562796503
726	0.3559639752
727	0.3556944789
728	0.355488234
729	0.3552269674
730	0.3550812766
731	0.3547937682
732	0.3546371792
733	0.3543521466
734	0.3541448721
735	0.3538685347
736	0.3538461015
737	0.3535809278
738	0.3534551708
739	0.3531931692
740	0.3530776552
741	0.3530157731
742	0.3528713903
743	0.3527571934
744	0.3524857912
745	0.3522270136
746	0.3520359794
747	0.3518693717
748	0.3516427103
749	0.3514684701
750	0.3511380934
751	0.350937421
752	0.3504926045
753	0.3504684898
754	0.3502341027
755	0.3501853273
756	0.3500082085
757	0.3496104103
758	0.3493499057
759	0.3492594022
760	0.3490153912
761	0.3487924956
762	0.3485137876
763	0.3483167386
764	0.3481767399
765	0.3478870633
766	0.3476413959
767	0.3472551541
768	0.3469589269
769	0.3465722142
770	0.3462996183
771	0.3461486835
772	0.3461251937
773	0.3459049525
774	0.3459042321
775	0.3458229529
776	0.3456697913
777	0.3455487166
778	0.3453415035
779	0.3453148145
780	0.3450846794
781	0.344766267
782	0.3444218759
783	0.344259202
784	0.3440388584
785	0.343778589
786	0.3435388084
787	0.3433219316
788	0.3430855531
789	0.3428960995
790	0.3427246537
791	0.3423715521
792	0.3422480153
793	0.3419776014
794	0.3416285027
795	0.341458995
796	0.3413544192
797	0.3410274563
798	0.3406974867
799	0.3403115744
800	0.3401368464
801	0.3398770688
802	0.3397398728
803	0.3393241197
804	0.3392183107
805	0.3389814253
806	0.3387747294
807	0.3386058498
808	0.3383527144
809	0.3380963131
810	0.3378897491
811	0.3376487747
812	0.3374250997
813	0.3373076008
814	0.3370547195
815	0.3369517143
816	0.3366824932
817	0.3364186924
818	0.3359630485
819	0.3358523406
820	0.3355930242
821	0.335273826
822	0.33511503
823	0.334877792
824	0.3345533831
825	0.3343493642
826	0.3343366446
827	0.3342267398
828	0.3341527686
829	0.3340256644
830	0.3338033488
831	0.3337049989
832	0.3335888512
833	0.333216669
834	0.3328991328
835	0.3326175061
836	0.3324812554
837	0.3322739219
838	0.3321094672
839	0.3320063093
840	0.3316645594
841	0.3314707256
842	0.3311847562
843	0.3310171826
844	0.330927769
845	0.3307602594
846	0.3305315472
847	0.3303148831
848	0.3299916781
849	0.329778105
850	0.329679641
851	0.3295641458
852	0.3294220395
853	0.3292556342
854	0.3291195937
855	0.3289795565
856	0.3289594027
857	0.3286674276
858	0.3284909817
859	0.3282392641
860	0.327983459
861	0.3277709546
862	0.3274910978
863	0.3272536725
864	0.3269499433
865	0.3268406752
866	0.3265022787
867	0.3263791963
868	0.3262140844
869	0.3260570968
870	0.3259595229
871	0.3258954302
872	0.3258070052
873	0.3256802277
874	0.3254487405
875	0.3252403489
876	0.3249703433
877	0.3247324099
878	0.3245936172
879	0.3244396596
880	0.3243208235
881	0.3239997109
882	0.3238290958
883	0.3235807536
884	0.3232826351
885	0.3230286325
886	0.3228210619
887	0.3225629478
888	0.3223052058
889	0.3221210574
890	0.3218469007
891	0.3216565587
892	0.3214508603
893	0.3214497248
894	0.3214188643
895	0.3212407947
896	0.3211371007
897	0.3209713036
898	0.3206156011
899	0.3204766184
900	0.320361143
901	0.3201057566
902	0.3198544242
903	0.3196867812
904	0.3194885403
905	0.3194433516
906	0.3193187304
907	0.319104653
908	0.3189305415
909	0.3187917578
910	0.3185431312
911	0.3182186359
912	0.3178361438
913	0.3177725111
914	0.3175681497
915	0.3172766422
916	0.3170542557
917	0.3169668677
918	0.316808073
919	0.3165893715
920	0.3163535333
921	0.3160388687
922	0.3158781263
923	0.3156922854
924	0.3155898582
925	0.3153427895
926	0.3151633541
927	0.3149633956
928	0.314950982
929	0.3147433836
930	0.3146141917
931	0.3142951604
932	0.3140913383
933	0.3140649781
934	0.3139143026
935	0.3135774253
936	0.3134290999
937	0.3131590195
938	0.3131170843
939	0.3130431128
940	0.3127154798
941	0.312495863
942	0.3124066123
943	0.3121055627
944	0.3117809005
945	0.3114967181
946	0.3111591521
947	0.3110035904
948	0.3108162626
949	0.3107129895
950	0.3105753402
951	0.3103641159
952	0.3099975924
953	0.3097865598
954	0.3095978643
955	0.3094285418
956	0.3092591473
957	0.309107528
958	0.3089099205
959	0.3087182392
960	0.3084716179
961	0.3082556803
962	0.3082545004
963	0.3080431406
964	0.307999852
965	0.307990758
966	0.3077895454
967	0.3074358316
968	0.3073254397
969	0.3072193038
970	0.3070983879
971	0.3068574624
972	0.3067272696
973	0.3065283325
974	0.3064089171
975	0.3061931258
976	0.3058734122
977	0.3056179969
978	0.3054189044
979	0.3052540692
980	0.3049713343
981	0.3047712486
982	0.3046436974
983	0.304377636
984	0.304098067
985	0.3038549526
986	0.3035125918
987	0.3032511064
988	0.3031052248
989	0.3029533386
990	0.302713965
991	0.302492789
992	0.3021446011
993	0.3018824367
994	0.3018368613
995	0.3016338875
996	0.3014772922
997	0.3013651914
998	0.301163897
999	0.3010091739
